0.713333,1,20,5
0.713333,1,20,8
0.713333,1,20,11
0.713333,1,20,14
0.713333,2,20,5
0.713333,2,20,8
0.713333,2,20,11
0.713333,2,20,14
0.713333,3,20,5
0.713333,3,20,8
0.713333,3,20,11
0.713333,3,20,14
